SERIALNUMBER,SERVICEAREA,SERVICETYPE,SYMPTOMCODE
151703005909,ITA_071 : DISTRETTO 6,Product Substitution,Outer glass broken - PREORD - NA
370643701086,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),It doesn't cook
371337009260,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Open
141301000010,ITA_030 : DISTRETTO 1,Standard Repair,Outer glass broken - PREORD - NA
103031344,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Close
406060277,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
702011234,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151705006153,ITA_0MI : LAB_MI,Standard Repair,Accessories / components / parts - broke
702121535,ITA_006 : DISTRETTO 4,Product Substitution,It doesn't cook
151711006770,ITA_008 : DISTRETTO 8,Product Substitution,Outer glass damaged - PREORD - NA
421631000605,ITA_0MI : LAB_MI,Product Substitution,Steam from the door
151715010186,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
371211701279,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not heat
151540000238,ITA_017 : DISTRETTO 3,Standard Repair,Appliance dented / damaged
408300200,ITA_008 : DISTRETTO 8,Product Substitution,Sparks during cooking
221539000002,ITA_008 : DISTRETTO 8,Product Substitution,It doesn't cook
607080120,ITA_043 : DISTRETTO 2,Product Substitution,Sparks during cooking
703221178,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
999999999,ITA_043 : DISTRETTO 2,Installation,Oven does not switch on
410150018,ITA_006 : DISTRETTO 4,Product Substitution,Oven does not switch on
221532000009,ITA_088 : DISTRETTO 7,Product Substitution,Oven light dims
371204700699,ITA_043 : DISTRETTO 2,Product Substitution,F2E1 on display
371135305473,ITA_009 : DISTRETTO 9,Non funz 1°utilizzo,Not assigned
410150085,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
704180857,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151634002340,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not switch on
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Component is dented / damaged
151628006131,ITA_017 : DISTRETTO 3,Product Substitution,Oven doesn't start
371436004918,ITA_0MI : LAB_MI,Product Substitution,Component is dented / damaged
151711006770,ITA_008 : DISTRETTO 8,Product Substitution,NO-DISPLAY
151719006820,ITA_030 : DISTRETTO 1,Product Substitution,Appliance dented / damaged
370316800399,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
151504005921,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151602000320,ITA_092 : DISTRETTO 5,Standard Repair,Accessories / components / parts - broke
702039162,ITA_0MI : LAB_MI,Standard Repair,It doesn't cook
151616004460,ITA_088 : DISTRETTO 7,Product Substitution,Component is dented / damaged
151602001615,ITA_030 : DISTRETTO 1,Standard Repair,Touch screen has no sensitivity
409060060,ITA_006 : DISTRETTO 4,Installation,Oven does not switch on
409060060,ITA_006 : DISTRETTO 4,Installation,Oven does not switch on
151611003366,ITA_043 : DISTRETTO 2,Standard Repair,Appliance dented / damaged
151538006121,ITA_043 : DISTRETTO 2,Product Substitution,Oven does not heat
151712007723,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
704180839,ITA_043 : DISTRETTO 2,Product Substitution,Turntable not rotating - NOT AVOID - NA
150715001308,ITA_043 : DISTRETTO 2,Product Substitution,Error code (write in text) NA - NA
151715009359,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
370741701382,ITA_009 : DISTRETTO 9,Standard Repair,It doesn't work
204030048,ITA_030 : DISTRETTO 1,Standard Repair,Accessories / components / parts - broke
999999999,ITA_017 : DISTRETTO 3,Complex Repair,It doesn't work
701120236,ITA_009 : DISTRETTO 9,Standard Repair,Component is dented / damaged
151602006172,ITA_0MI : LAB_MI,Standard Repair,Oven does not heat
151532002751,ITA_071 : DISTRETTO 6,Standard Repair,Too noisy
371113701991,ITA_006 : DISTRETTO 4,Standard Repair,Error code (write in text) NA - NA
703100012,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
704180665,ITA_017 : DISTRETTO 3,Installation,Component is dented / damaged
371036700297,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't work
421648000966,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
151724001740,ITA_092 : DISTRETTO 5,Standard Repair,It doesn't cook
421548009530,ITA_088 : DISTRETTO 7,Standard Repair,Oven light dims
505090539,ITA_008 : DISTRETTO 8,Product Substitution,Component is dented / damaged
151728005826,ITA_030 : DISTRETTO 1,Installation,Product installation request - NA
151517004976,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
403260036,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151635007550,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not heat
141550010252,ITA_088 : DISTRETTO 7,Standard Repair,Radio interference with other appliances
371416001090,ITA_017 : DISTRETTO 3,Complex Repair,Not assigned
151723000946,ITA_009 : DISTRETTO 9,Standard Repair,Fan/light/turntable still ON after cooki
151706001214,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
221,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
151705009376,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
371248308747,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151642003621,ITA_030 : DISTRETTO 1,Standard Repair,Appliance safety check / check-up - NA
151628006123,ITA_017 : DISTRETTO 3,Built In Free Test,Appliance safety check / check-up - NA
421323013576,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
505150629,ITA_009 : DISTRETTO 9,Dif estetici esposiz,Not assigned
151641008792,ITA_008 : DISTRETTO 8,Standard Repair,Component is dented / damaged
151607001082,ITA_017 : DISTRETTO 3,Standard Repair,Oven light dims
371010701753,ITA_092 : DISTRETTO 5,Product Substitution,Control panel display fault - NA
151648008201,ITA_088 : DISTRETTO 7,Installation,Oven light dims
151621007768,ITA_017 : DISTRETTO 3,Complex Repair,Error code (write in text) NA - NA
151547002279,ITA_030 : DISTRETTO 1,Installation,Appliance safety check / check-up - NA
703128873,ITA_071 : DISTRETTO 6,Product Substitution,Fan
151642001672,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151715001307,ITA_043 : DISTRETTO 2,Installation,Plate doesn't turn
151548008171,ITA_043 : DISTRETTO 2,Standard Repair,Plate doesn't turn
606230321,ITA_071 : DISTRETTO 6,Standard Repair,Turntable not rotating - NOT AVOID - NA
151712005274,ITA_088 : DISTRETTO 7,Standard Repair,Too noisy
702120562,ITA_071 : DISTRETTO 6,Installation,Component is dented / damaged
151507006361,ITA_092 : DISTRETTO 5,Standard Repair,WH-DOOR on display
151629005374,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
705059983,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
151721007526,ITA_017 : DISTRETTO 3,Standard Repair,Component is dented / damaged
151647005439,ITA_043 : DISTRETTO 2,Product Substitution,Oven does not switch on
151445000139,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
151721007550,ITA_009 : DISTRETTO 9,Product Substitution,Too noisy
151721006122,ITA_043 : DISTRETTO 2,Product Substitution,Turntable not rotating - NOT AVOID - NA
151718003313,ITA_088 : DISTRETTO 7,Standard Repair,F2E1 on display
705181195,ITA_088 : DISTRETTO 7,Installation,Oven does not heat
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
371219303016,ITA_017 : DISTRETTO 3,Standard Repair,Sparks during cooking
151722004832,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
371317700735,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151641000360,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151616006679,ITA_071 : DISTRETTO 6,Installation,Oven does not heat
371206300134,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),WH-Light and fan ON together
371412010044,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
370817701751,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151715004025,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151448001276,ITA_071 : DISTRETTO 6,Standard Repair,Touch screen has no sensitivity
702200059,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not heat
151708005705,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151508003724,ITA_088 : DISTRETTO 7,Installation,WH-DOOR on display
151705001879,ITA_008 : DISTRETTO 8,Installation,Oven does not heat
151451007523,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
370913700404,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven does not switch on
371321700627,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't cook
371216702267,ITA_088 : DISTRETTO 7,Product Substitution,Sparks during cooking
410200175,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151724005989,ITA_088 : DISTRETTO 7,Standard Repair,Touch screen has no sensitivity
151725001622,ITA_0MI : LAB_MI,Standard Repair,Accessories / components / parts - broke
151511002283,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
702090115,ITA_088 : DISTRETTO 7,Standard Repair,Noise: from rotating plate
151702002996,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
505300051,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Emergency cut-out triggers
151647005439,ITA_043 : DISTRETTO 2,Installation,Oven does not switch on
221539000002,ITA_008 : DISTRETTO 8,Installation,It doesn't cook
408130104,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151721004167,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Automatic programs duration time
151536008212,ITA_043 : DISTRETTO 2,Product Substitution,It doesn't cook
408300200,ITA_008 : DISTRETTO 8,Installation,Sparks during cooking
151616004460,ITA_088 : DISTRETTO 7,Installation,Component is dented / damaged
371137306754,ITA_071 : DISTRETTO 6,Standard Repair,Error code (write in text) NA - NA
371436004935,ITA_043 : DISTRETTO 2,Product Substitution,NO-DISPLAY
151714003892,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
151603008722,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151603005690,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
703260126,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
605270569,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151544008907,ITA_092 : DISTRETTO 5,Standard Repair,Too noisy
421429011734,ITA_030 : DISTRETTO 1,Standard Repair,Error code (write in text) NA - NA
151714000521,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
151707002815,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
151725001652,ITA_0MI : LAB_MI,Standard Repair,Accessories / components / parts - broke
603020410,ITA_008 : DISTRETTO 8,Installation,Door will not Open
151628006131,ITA_017 : DISTRETTO 3,Installation,Oven doesn't start
370711600491,ITA_071 : DISTRETTO 6,Six Month Spares,Accessories / components / parts - broke
151549005409,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
605030131,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151613002091,ITA_092 : DISTRETTO 5,Standard Repair,Automatic programs duration time
151625001816,ITA_0MI : LAB_MI,Standard Repair,Error code (write in text) NA - NA
151713007606,ITA_092 : DISTRETTO 5,Standard Repair,Radio interference with other appliances
371002300182,ITA_071 : DISTRETTO 6,Product Substitution,Oven does not switch on
151719006820,ITA_030 : DISTRETTO 1,Installation,Appliance dented / damaged
404260343,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
371216702267,ITA_088 : DISTRETTO 7,Installation,Sparks during cooking
151719001851,ITA_043 : DISTRETTO 2,Installation,It doesn't cook
391538030963,ITA_088 : DISTRETTO 7,Standard Repair,Turntable not rotating - NOT AVOID - NA
602215480,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
371406005339,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
421649002337,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
151705006231,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
151709002889,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
371432270087,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
607080120,ITA_043 : DISTRETTO 2,Installation,Sparks during cooking
151703000352,ITA_030 : DISTRETTO 1,Non funz 1°utilizzo,Not assigned
151722004464,ITA_006 : DISTRETTO 4,Standard Repair,Too noisy
602010119,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151507001658,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
607129767,ITA_043 : DISTRETTO 2,Standard Repair,Cooking not evenly
421502017204,ITA_017 : DISTRETTO 3,Standard Repair,Touch screen has no sensitivity
421627005319,ITA_043 : DISTRETTO 2,Standard Repair,Error code (write in text) NA - NA
151614006689,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
421649002091,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
604052129,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not heat
703214658,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151721007550,ITA_009 : DISTRETTO 9,Installation,Too noisy
151525003657,ITA_043 : DISTRETTO 2,Standard Repair,Radio interference with other appliances
371243701492,ITA_043 : DISTRETTO 2,Six Month Spares,Oven does not switch on
151706008021,ITA_009 : DISTRETTO 9,Standard Repair,Error code (write in text) NA - NA
606040589,ITA_008 : DISTRETTO 8,Standard Repair,Emergency cut-out triggers
607240077,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
151718004824,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
999999999,ITA_092 : DISTRETTO 5,Installation,Product installation request - NA
421331010247,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
606065974,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
702010824,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
704180792,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
150728010648,ITA_043 : DISTRETTO 2,Installation,Error code (write in text) NA - NA
220001000001,ITA_088 : DISTRETTO 7,Six Month Spares,Oven door not aligned
370822700800,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
707200477,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151647002881,ITA_006 : DISTRETTO 4,Non funz 1°utilizzo,Not assigned
151721004024,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
999999999,ITA_092 : DISTRETTO 5,Installation,Control panel display fault - NA
371105700538,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
151609004325,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
151714001627,ITA_030 : DISTRETTO 1,Standard Repair,Accessories / components / parts - broke
999999999,ITA_092 : DISTRETTO 5,Standard Repair,Automatic programs duration time
371204700699,ITA_043 : DISTRETTO 2,Installation,F2E1 on display
371002300182,ITA_071 : DISTRETTO 6,Installation,Oven does not switch on
707151176,ITA_008 : DISTRETTO 8,Installation,Component is dented / damaged
501060018,ITA_043 : DISTRETTO 2,Standard Repair,Product installation request - NA
141301000010,ITA_030 : DISTRETTO 1,Special Authorizatio,Outer glass broken - PREORD - NA
151725000668,ITA_017 : DISTRETTO 3,Installation,Oven does not switch on
421448002626,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151642005833,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Door will not Open
151701000575,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151706000299,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151710005219,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151647001218,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151715004775,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151530004180,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
606040597,ITA_009 : DISTRETTO 9,Product Substitution,Not assigned
151613002735,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Open
151449000286,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
999999999,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
151608009760,ITA_088 : DISTRETTO 7,Product Substitution,Door will not Open
371431009896,ITA_009 : DISTRETTO 9,Standard Repair,Oven door not aligned
151615009510,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151620001983,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
406201536,ITA_0MI : LAB_MI,R+1 Std (Maytag),Too noisy / noisy fan
703221210,ITA_009 : DISTRETTO 9,Product Substitution,Component is dented / damaged
371341005803,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
504206260,ITA_043 : DISTRETTO 2,Standard Repair,F2E1 on display
151635000071,ITA_071 : DISTRETTO 6,Product Substitution,Touch screen has no sensitivity
371121700579,ITA_092 : DISTRETTO 5,Product Substitution,Oven does not switch on
705292864,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Emergency cut-out triggers
202010761,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
410100048,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
606101620,ITA_030 : DISTRETTO 1,Product Substitution,Component is dented / damaged
151722006526,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
505060247,ITA_017 : DISTRETTO 3,Standard Repair,Fan
703080505,ITA_009 : DISTRETTO 9,Product Substitution,Accessories / components / parts - broke
